Sl. No.,Name,Urban Status,State Code,State/                                               Union territory*,District Code,District
2838,Mangan,M.B.,9,Uttar Pradesh,39,Mahoba
2839,Mangawan,N.P.,9,Uttar Pradesh,24,Sitapur
2840,Manglaur,N.P.,9,Uttar Pradesh,27,Lucknow
2841,Manglaya Sadak,N.P.,9,Uttar Pradesh,28,Rae Bareli
2842,Mango,M.B.,9,Uttar Pradesh,57,Maharajganj
2843,Mangrol,N.P.,9,Uttar Pradesh,61,Azamgarh
2844,Mangrulpir,N.P.,9,Uttar Pradesh,37,Lalitpur
2845,Manihari,C.T.,8,Rajasthan,10,Sawai Madhopur
2846,Manikpur,N.P,5,Uttaranchal,12,Udham Singh Nagar
2847,Manikpur Sarhat,N.P,5,Uttaranchal,12,Udham Singh Nagar
2848,Manimutharu,M,24,Gujarat,16,Kheda
2849,Maniyar,T.C.,18,Assam,20,North Cachar Hills
2850,Manjeri,M,24,Gujarat,14,Bhavnagar
2851,Manjeshwar,C.T.,24,Gujarat,24,Navsari
2852,Manjhanpur,C.T.,8,Rajasthan,11,Dausa
2853,Manjlegaon,T.C.,18,Assam,20,North Cachar Hills
2854,Mankachar,M,23,Madhya Pradesh,13,Satna
2855,Mankapur,N.P.,9,Uttar Pradesh,23,Kheri
2856,Manmad,C.T.,19,West Bengal,2,Jalpaiguri 
2857,Mannargudi,M.Cl.,27,Maharashtra,30,Solapur
2858,Manohar Thana,M.B.,9,Uttar Pradesh,18,Mainpuri
2859,Manor,T.C.,17,Meghalaya,4,West Khasi Hills
2860,Manpur,N.A.,10,Bihar,16,Siwan
2861,Mansa,C.T.,20,Jharkhand,12,Dhanbad
2862,Mansar,C.T.,18,Assam,11,Sonitpur
2863,Mansinhapur,C.T.,9,Uttar Pradesh,26,Unnao
2864,Mant Khas,N.P.,9,Uttar Pradesh,60,Deoria
2865,Manugur,N.P.,23,Madhya Pradesh,39,Jabalpur
2866,Manvi,M.Cl.,3,Punjab,2,Amritsar
2867,Manwath,C.T.,24,Gujarat,7,Ahmadabad
2868,Mappilaiurani,C.T.,19,West Bengal,16,Haora 
2869,Mapusa,N.A.,10,Bihar,33,Jehanabad 
2870,Maradu,N.P.,3,Punjab,11,Firozpur
2871,Maraimalainagar,M,8,Rajasthan,14,Nagaur
2872,Marakkanam,C.T.,23,Madhya Pradesh,11,Sagar
2873,Maramangalathupatti,N.P.,23,Madhya Pradesh,22,Shajapur
2874,Marandahalli,C.T.,24,Gujarat,21,Bharuch
2875,Marathakkara,T.C.,18,Assam,14,Tinsukia
2876,Marehra,C.T.,21,Orissa,19,Ganjam
2877,Margao,M,19,West Bengal,2,Jalpaiguri 
2878,Margherita,M,23,Madhya Pradesh,45,Balaghat
2879,Marhaura,M,32,Kerala,5,Malappuram
2880,Mariahu,T.M.C,29,Karnataka,22,Mandya
2881,Mariani,M.Cl.,27,Maharashtra,20,Nashik
2882,Marigaon,M.Cl.,3,Punjab,16,Sangrur
2883,Markapur,N.P.,23,Madhya Pradesh,19,Mandsaur
2884,Markayankottai,N.P.,9,Uttar Pradesh,27,Lucknow
2885,Marma,M,28,Andhra Pradesh,6,Rangareddi
2886,Maruadih Rly. Settlement,N.A.C.,21,Orissa,30,Malkangiri
2887,Marudur,M.Cl.,27,Maharashtra,4,Buldana
2888,Marungur,C.T.,27,Maharashtra,5,Akola
2889,Marwar Junction,M.Cl.,27,Maharashtra,34,Kolhapur
2890,Masaurhi,C.T.,20,Jharkhand,12,Dhanbad
2891,Maslandapur,C.T.,33,Tamil Nadu,8,Salem
2892,Maswasi,T.P.,33,Tamil Nadu,26,Virudhunagar
2893,Mataundh,C.T.,29,Karnataka,16,Udupi
2894,Mathabhanga,T.P.,33,Tamil Nadu,9,Namakkal
2895,Matheran,M.B.,9,Uttar Pradesh,25,Hardoi
2896,Mathigiri,T.P.,33,Tamil Nadu,8,Salem
2897,Mathura,N.P.,3,Punjab,9,Ludhiana
2898,Mattan,M.Cl.,3,Punjab,12,Muktsar
2899,Mattannur,C.T.,24,Gujarat,5,Sabar Kantha
2900,Mau,M,8,Rajasthan,22,Tonk
2901,Mau Aima,T.M.C,29,Karnataka,19,Kolar
2902,Maudaha,M.Cl.,27,Maharashtra,33,Sindhudurg
2903,Mauganj,T.P.,33,Tamil Nadu,3,Kancheepuram
2904,Maunath Bhanjan,C.T.,15,Mizoram,1,Mamit
2905,Maur,T.P.,33,Tamil Nadu,26,Virudhunagar
2906,Mauranipur,T.P.,33,Tamil Nadu,15,Tiruchirappalli
2907,Maurawan,C.T.,27,Maharashtra,35,Sangli
2908,Mavelikkara,T.P,33,Tamil Nadu,1,Thiruvallur
2909,Mavilayi,N.P.,2,Himachal Pradesh,4,Kullu
2910,Mavoor,T.P.,33,Tamil Nadu,19,Nagapattinam
2911,Mawana,T.P.,33,Tamil Nadu,7,Viluppuram
2912,Mawlai,T.P.,33,Tamil Nadu,23,Sivaganga
2913,Mayang Imphal,C.T.,33,Tamil Nadu,3,Kancheepuram
2914,Mayiladuthurai,M,33,Tamil Nadu,15,Tiruchirappalli
2915,Mecheri,N.P.,23,Madhya Pradesh,18,Neemuch
2916,Medak,M,24,Gujarat,12,Junagadh
2917,Medinipur,T.P.,33,Tamil Nadu,30,Kanniyakumari
2918,Meenambakkam,M,23,Madhya Pradesh,25,Dhar
2919,Meerpet,C.T.,27,Maharashtra,25,Pune
2920,Meerut,M,28,Andhra Pradesh,1,Adilabad
2921,Meghahatuburu Forest village,T.P.,33,Tamil Nadu,30,Kanniyakumari
2922,Meghnagar,M,8,Rajasthan,24,Bhilwara
2923,Meghraj,M,28,Andhra Pradesh,1,Adilabad
2924,Mehara Gaon,T.P.,33,Tamil Nadu,27,Ramanathapuram
2925,Mehatpur Basdehra,M,28,Andhra Pradesh,14,East Godavari
2926,Mehdawal,C.T.,19,West Bengal,9,Barddhaman 
2927,Mehgaon,N.P.,23,Madhya Pradesh,25,Dhar
2928,Mehkar,M,8,Rajasthan,5,Jhunjhunun
2929,Mehmand,N.P.,9,Uttar Pradesh,3,Bijnor
2930,Mehnagar,C.T.,8,Rajasthan,11,Dausa
2931,Mekliganj,M.Cl.,2,Himachal Pradesh,5,Mandi
2932,Melacheval,M.C.,6,Haryana,11,Sirsa
2933,Melachokkanathapuram,M,23,Madhya Pradesh,34,Raisen
2934,Melagaram,M,23,Madhya Pradesh,42,Mandla
2935,Melamadai,N.P.,23,Madhya Pradesh,27,West Nimar
2936,Melamaiyur,M,23,Madhya Pradesh,19,Mandsaur
2937,Melathiruppanthuruthi,M,24,Gujarat,1,Kachchh
2938,Melattur,C.M.C,29,Karnataka,22,Mandya
2939,Melpattampakkam,C.T.,23,Madhya Pradesh,39,Jabalpur
2940,Melur,M,22,Chhattisgarh,1,Koriya
2941,Melvisharam,N.A.,10,Bihar,28,Patna
2942,Memari,T.P,33,Tamil Nadu,3,Kancheepuram
2943,Memnagar,M,28,Andhra Pradesh,17,Guntur
2944,Mendu,C.T.,33,Tamil Nadu,12,Coimbatore
2945,Mera,T.P.,33,Tamil Nadu,18,Cuddalore
2946,Merta City,M.B.,18,Assam,8,Darrang
2947,Meru,M.Corp.,29,Karnataka,24,Dakshina Kannada
2948,Methala,M.Cl.,27,Maharashtra,30,Solapur
2949,Mettupalayam,N.T.A,11,Sikkim,1,North 
2950,Mettur,N.P.,23,Madhya Pradesh,14,Rewa
2951,Mhasla,M.B.,5,Uttaranchal,13,Hardwar
2952,Mhaswad,C.T.,23,Madhya Pradesh,26,Indore
2953,Mhow Cantt.,N.A.,20,Jharkhand,18,Purbi Singhbhum
2954,Mhowgaon,M,24,Gujarat,12,Junagadh
2955,Mihijam,M,8,Rajasthan,31,Baran
2956,Mihona,M.Cl.,27,Maharashtra,6,Washim
2957,Milak,N.A.,10,Bihar,10,Katihar
2958,Minicoy,C.T.,19,West Bengal,16,Haora 
2959,Minjur,N.P.,9,Uttar Pradesh,43,Pratapgarh
2960,Mira-Bhayandar,N.P.,9,Uttar Pradesh,41,Chitrakoot
2961,Miranpur,T.P.,33,Tamil Nadu,29,Tirunelveli
2962,Mirganj,N.P.,9,Uttar Pradesh,63,Ballia
2963,Mirik,M,32,Kerala,5,Malappuram
2964,Mirpur Turk,C.T.,32,Kerala,1,Kasaragod
2965,Miryalguda,N.P.,9,Uttar Pradesh,44,Kaushambi
2966,Mirzapur-cum-Vindhyachal,M.Cl.,27,Maharashtra,27,Bid
2967,Misrikh-cum-Neemsar,C.T.,18,Assam,2,Dhubri
2968,Mithapur,N.P.,9,Uttar Pradesh,53,Gonda
2969,Mithe Pur,M.Cl.,27,Maharashtra,20,Nashik
2970,Modak,M,33,Tamil Nadu,20,Thiruvarur
2971,Modakurichi,C.T.,8,Rajasthan,32,Jhalawar
2972,Modasa,C.T.,27,Maharashtra,21,Thane
2973,Modinagar,N.P.,23,Madhya Pradesh,26,Indore
2974,Moga,M,24,Gujarat,6,Gandhinagar
2975,Mogra Badshahpur,M.Cl.,3,Punjab,15,Mansa
2976,Mogravadi,C.T.,27,Maharashtra,9,Nagpur
2977,Mohammadabad,C.T.,19,West Bengal,16,Haora 
2978,Mohammadi,C.T.,2,Himachal Pradesh,2,Kangra
2979,Mohan,C.T.,28,Andhra Pradesh,10,Khammam
2980,Mohanpur,T.M.C,29,Karnataka,6,Raichur
2981,Mohanpur Mohammadpur,M.Cl.,27,Maharashtra,17,Parbhani
2982,Mohanur,C.T.,33,Tamil Nadu,28,Toothukudi
2983,Mohgaon,M.Cl.,30,Goa,1,North Goa 
2984,Mohiuddinagar,C.T.,32,Kerala,8,Ernakulam
2985,Mohiuddinpur,T.P.,33,Tamil Nadu,3,Kancheepuram
2986,Mohpa,T.P.,33,Tamil Nadu,7,Viluppuram
2987,Mohpada Alias Wasambe,C.T.,33,Tamil Nadu,8,Salem
2988,Moirang,T.P.,33,Tamil Nadu,5,Dharmapuri
2989,Mokameh,C.T.,32,Kerala,7,Thrissur
2990,Mokokchung,M.B.,9,Uttar Pradesh,17,Etah
2991,Molakalmuru,M.Cl.,30,Goa,2,South Goa
2992,Molar Band,C.T.,18,Assam,14,Tinsukia
2993,Mon,N.A.,10,Bihar,17,Saran
2994,Monoharpur,N.P.,9,Uttar Pradesh,64,Jaunpur
2995,Moolakaraipatti,T.C.,18,Assam,17,Jorhat
2996,Moonak,T.C.,18,Assam,9,Marigaon
2997,Moovarasampettai,M,28,Andhra Pradesh,18,Prakasam
2998,Mopperipalayam,T.P.,33,Tamil Nadu,25,Theni
2999,Moradabad,C.T.,20,Jharkhand,12,Dhanbad
3000,Moragudi,ITS,9,Uttar Pradesh,67,Varanasi
3001,Moran Town,T.P.,33,Tamil Nadu,14,Kapur
3002,Moranhat,T.P.,33,Tamil Nadu,30,Kanniyakumari
3003,Morar Cantt.,C.T.,8,Rajasthan,20,Pali
3004,Moreh,N.A.,10,Bihar,28,Patna
3005,Morena,C.T.,19,West Bengal,11,North Twentyfour Parganas
3006,Morinda,N.P.,9,Uttar Pradesh,5,Rampur
3007,Mormugao,N.P.,9,Uttar Pradesh,40,Banda
3008,Morshi,M,19,West Bengal,3,Koch Bihar 
3009,Morvi,M.Cl.,27,Maharashtra,24,Raigarh
3010,Motera,T.P.,33,Tamil Nadu,5,Dharmapuri
3011,Moth,M.B.,9,Uttar Pradesh,14,Mathura
3012,Motihari,C.B.,9,Uttar Pradesh,14,Mathura
3013,Motipur,N.A.C.,1,Jammu & Kashmir,6,Anantnag
3014,Mount Abu,M,32,Kerala,2,Kannur
3015,Mowa,N.P.,23,Madhya Pradesh,3,Bhind
3016,Mowad,N.P.,9,Uttar Pradesh,45,Allahabad 
3017,Mrigala,M.B.,9,Uttar Pradesh,38,Hamirpur
3018,Mubarakpur,N.P.,23,Madhya Pradesh,14,Rewa
3019,Mudalgi,M.B.,9,Uttar Pradesh,62,Mau
3020,Mudbidri,M.Cl.,3,Punjab,14,Bathinda
3021,Muddebihal,M.B.,9,Uttar Pradesh,36,Jhansi
3022,Mudgal,N.P.,9,Uttar Pradesh,26,Unnao
3023,Mudhol,M,32,Kerala,11,Alappuzha
3024,Mudigere,C.T.,32,Kerala,2,Kannur
3025,Mudkhed,C.T.,32,Kerala,4,Kozhikode
3026,Mudukulathur,M.B.,9,Uttar Pradesh,7,Meerut
3027,Mudushedde,C.T.,17,Meghalaya,6,East Khasi Hills
3028,Mughalsarai,N.P.,14,Manipur,6,Imphal West
3029,Mughalsarai Rly. Settlement,M,33,Tamil Nadu,19,Nagapattinam
3030,Mugma,T.P.,33,Tamil Nadu,8,Salem
3031,Muhamma,M,28,Andhra Pradesh,4,Medak
3032,Muhammadabad,M,19,West Bengal,15,Medinipur 
3033,Mukandgarh,T.P,33,Tamil Nadu,3,Kancheepuram
3034,Mukasipidariyur,C,28,Andhra Pradesh,6,Rangareddi
3035,Mukerian,M.Corp.,9,Uttar Pradesh,7,Meerut
3036,Mukhed,C.B.,9,Uttar Pradesh,7,Meerut
3037,Mukhiguda,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
3038,Mukkudal,C.T.,23,Madhya Pradesh,24,Jhabua
3039,Mukrampur Khema,C.T.,24,Gujarat,5,Sabar Kantha
3040,Muktsar,C.T.,23,Madhya Pradesh,37,Hoshangabad
3041,Mul,N.P.,2,Himachal Pradesh,7,Una
3042,Mulagumudu,N.P.,9,Uttar Pradesh,56,Sant Kabir Nagar
3043,Mulanur,N.P.,23,Madhya Pradesh,3,Bhind
3044,Mulavukad,M.Cl.,27,Maharashtra,4,Buldana
3045,Mulbagal,C.T.,22,Chhattisgarh,7,Bilaspur
3046,Mulgund,N.P.,9,Uttar Pradesh,61,Azamgarh
3047,Mulki,M,19,West Bengal,3,Koch Bihar 
3048,Mullanpur Dakha,T.P.,33,Tamil Nadu,29,Tirunelveli
3049,Mullanpur- Garibdas,T.P.,33,Tamil Nadu,25,Theni
3050,Multai,T.P.,33,Tamil Nadu,29,Tirunelveli
3051,Mulur,T.P.,33,Tamil Nadu,24,Madurai
3052,Mundargi,C.T.,33,Tamil Nadu,3,Kancheepuram
3053,Mundera Bazar,T.P.,33,Tamil Nadu,21,Thanjavur
3054,Munderi,T.P.,33,Tamil Nadu,21,Thanjavur
3055,Mundgod,T.P.,33,Tamil Nadu,18,Cuddalore
3056,Mundi,M ,33,Tamil Nadu,24,Madurai
3057,Mundia,T.P.,33,Tamil Nadu,4,Vellore
3058,Mundka,M,19,West Bengal,9,Barddhaman 
3059,Mundra,M,24,Gujarat,7,Ahmadabad
3060,Mundwa,N.P.,9,Uttar Pradesh,13,Hathras
3061,Mungaoli,C.T.,20,Jharkhand,12,Dhanbad
3062,Mungeli,M,8,Rajasthan,14,Nagaur
3063,Munger,C.T.,20,Jharkhand,4,Hazaribag
3064,Muni Ki Reti,C.T.,32,Kerala,7,Thrissur
3065,Munirabad Project Area,M,33,Tamil Nadu,12,Coimbatore
3066,Munnur,T.P.,33,Tamil Nadu,15,Tiruchirappalli
3067,Muradnagar,M,33,Tamil Nadu,8,Salem
3068,Muragachha,C.T.,27,Maharashtra,24,Raigarh
3069,Murbad,M.Cl.,27,Maharashtra,31,Satara
3070,Murgathaul,C.B.,23,Madhya Pradesh,26,Indore
3071,Murgud,N.P.,23,Madhya Pradesh,26,Indore
3072,Muri,N.A.,20,Jharkhand,11,Dumka
3073,Murliganj,N.P.,23,Madhya Pradesh,3,Bhind
3074,Mursan,M.B.,9,Uttar Pradesh,5,Rampur
3075,Murshidabad,C.T.,31,Lakshadweep *,1,Lakshadweep
3076,Murtijapur,T.P,33,Tamil Nadu,1,Thiruvallur
3077,Murud,M.Cl.,27,Maharashtra,21,Thane
3078,Muruganpalayam,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
3079,Murum,N.A.,10,Bihar,15,Gopalganj
3080,Murwara (Katni),N.P.,9,Uttar Pradesh,20,Bareilly
3081,Musabani,N.A.,19,West Bengal,1,Darjiling 
3082,Musafirkhana,C.T.,7,Delhi *,3,North East
3083,Musiri,M,28,Andhra Pradesh,8,Nalgonda
3084,Mussoori,M.B.,9,Uttar Pradesh,69,Mirzapur
3085,Mustafabad,M.B.,9,Uttar Pradesh,24,Sitapur
3086,Muthupet,C.T.,24,Gujarat,10,Jamnagar
3087,Muthur,C.T.,7,Delhi *,9,South
3088,Muttayyapuram,C.T.,8,Rajasthan,30,Kota
3089,Muvattupuzha,T.P.,33,Tamil Nadu,10,Erode
3090,Muzaffarnagar,M,24,Gujarat,5,Sabar Kantha
3091,Muzaffarpur,M.B.,9,Uttar Pradesh,9,Ghaziabad
3092,Muzhappilangad,M.Cl.,3,Punjab,10,Moga
3093,Myladi,M.B.,9,Uttar Pradesh,64,Jaunpur
3094,Mysore,C.T.,24,Gujarat,25,Valsad
3095,N. Vanlaiphai,N.P.,9,Uttar Pradesh,29,Farrukhabad
3096,N.Kawnpui,M.B.,9,Uttar Pradesh,65,Ghazipur
3097,Nabadwip,M.B.,9,Uttar Pradesh,23,Kheri
3098,Nabagram,N.P.,9,Uttar Pradesh,26,Unnao
3099,Nabagram Colony,N.P.,9,Uttar Pradesh,17,Etah
3100,Nabarangapur,C.T.,5,Uttaranchal,13,Hardwar
3101,Nabgram,T.P.,33,Tamil Nadu,9,Namakkal
3102,Nabha,N.P.,23,Madhya Pradesh,43,Chhindwara
3103,Nabinagar,N.A.,10,Bihar,19,Samastipur
3104,Nachane,C.T.,9,Uttar Pradesh,7,Meerut
3105,Nachhratpur Katabari,M.Cl.,27,Maharashtra,9,Nagpur
3106,Nadathara,C.T.,27,Maharashtra,24,Raigarh
3107,Nadaun,M.Cl.,14,Manipur,4,Bishnupur
3108,Nadbai,M,10,Bihar,28,Patna
3109,Nadiad,T.C.,13,Nagaland,3,Mokokchung
3110,Nadigaon,T.P.,29,Karnataka,13,Chitradurga
3111,Naduvattam,C.T.,7,Delhi *,9,South
3112,Nagai Chaudhry,T.C.,13,Nagaland,1,Mon
3113,Nagamangala,C.T.,19,West Bengal,12,Hugli 
3114,Nagaon,T.P.,33,Tamil Nadu,29,Tirunelveli
3115,Nagapattinam,N.P.,3,Punjab,16,Sangrur
3116,Nagapur,C.T.,33,Tamil Nadu,3,Kancheepuram
3117,Nagar,T.P.,33,Tamil Nadu,12,Coimbatore
3118,Nagardeole,M.Corp.,9,Uttar Pradesh,4,Moradabad
3119,Nagari,C.T.,28,Andhra Pradesh,20,Cuddapah
3120,Nagarkurnool,C.T.,18,Assam,15,Dibrugarh
3121,Nagaur,T.C.,18,Assam,16,Sibsagar
3122,Nagavakulam,C.B.,23,Madhya Pradesh,4,Gwalior
3123,Nagda,S.T.,14,Manipur,9,Chandel
3124,Nagercoil,M,23,Madhya Pradesh,2,Morena
3125,Nagina,M.Cl.,3,Punjab,7,Rupnagar
3126,Nagla,M.Cl.,30,Goa,2,South Goa
3127,Nagod,M.Cl.,27,Maharashtra,7,Amravati
3128,Nagojanahalli,M,24,Gujarat,9,Rajkot
3129,Nagothana,C.T.,24,Gujarat,6,Gandhinagar
3130,Nagpur,N.P.,9,Uttar Pradesh,36,Jhansi
3131,Nagram,M,10,Bihar,2,Purba Champaran
3132,Nagri,N.A.,10,Bihar,14,Muzaffarpur
3133,Nagri Kalan,M,8,Rajasthan,19,Sirohi
3134,Nagrota Bagwan,C.T.,22,Chhattisgarh,11,Raipur
3135,Nahan,M.Cl.,27,Maharashtra,9,Nagpur
3136,Naharkatiya,C.T.,19,West Bengal,12,Hugli 
3137,Naharlagun,M.B.,9,Uttar Pradesh,61,Azamgarh
3138,Nai Bazar,T.M.C,29,Karnataka,1,Belgaum
3139,Nai Garhi,T.M.C,29,Karnataka,24,Dakshina Kannada
3140,Naihati,T.M.C,29,Karnataka,3,Bijapur
3141,Naila Janjgir,T.P.,29,Karnataka,6,Raichur
3142,Naina Devi,T.M.C,29,Karnataka,2,Bagalkot
3143,Nainana Jat,T.P.,29,Karnataka,17,Chikmagalur
3144,Nainital,M.Cl.,27,Maharashtra,15,Nanded
3145,Nainpur,T.P.,33,Tamil Nadu,27,Ramanathapuram
3146,Nainwa,C.T.,29,Karnataka,24,Dakshina Kannada
3147,Najibabad,M.B.,9,Uttar Pradesh,66,Chandauli
3148,Nakoda,N.P.,9,Uttar Pradesh,66,Chandauli
3149,Nakodar,C.T.,20,Jharkhand,12,Dhanbad
3150,Nakur,C.T.,32,Kerala,11,Alappuzha
3151,Nala Sopara,N.P.,9,Uttar Pradesh,62,Mau
3152,Nalagarh,M,8,Rajasthan,5,Jhunjhunun
3153,Nalbari,C.T.,33,Tamil Nadu,10,Erode
3154,NALCO,M.Cl.,3,Punjab,5,Hoshiarpur
3155,Naldurg,M.Cl.,27,Maharashtra,15,Nanded
3156,Nalgonda,C.T.,21,Orissa,26,Kalahandi
3157,Nalkheda,T.P.,33,Tamil Nadu,29,Tirunelveli
3158,Nallampatti,C.T.,9,Uttar Pradesh,3,Bijnor
3159,Nallur,M.Cl.,3,Punjab,12,Muktsar
3160,Namagiripettai,M.Cl.,27,Maharashtra,13,Chandrapur
3161,Namakkal,T.P.,33,Tamil Nadu,30,Kanniyakumari
3162,Nambiyur,T.P.,33,Tamil Nadu,10,Erode
3163,Nambol,C.T.,32,Kerala,8,Ernakulam
3164,Namchi,T.M.C,29,Karnataka,19,Kolar
3165,Namli,T.P.,29,Karnataka,8,Gadag
3166,Namna Kalan,T.P.,29,Karnataka,24,Dakshina Kannada
3167,Namrup,N.P.,3,Punjab,9,Ludhiana
3168,Namsai,C.T.,3,Punjab,7,Rupnagar
3169,Nanakvada,N.P.,23,Madhya Pradesh,35,Betul
3170,Nanauta,C.T.,29,Karnataka,24,Dakshina Kannada
3171,Nand Prayag,T.P.,29,Karnataka,8,Gadag
3172,Nandambakkam,N.P.,9,Uttar Pradesh,58,Gorakhpur
3173,Nanded-Waghala,C.T.,32,Kerala,2,Kannur
3174,Nandej,T.P.,29,Karnataka,10,Uttara Kannada
3175,Nandesari,N.P.,23,Madhya Pradesh,29,East Nimar
3176,Nandesari INA,N.P.,9,Uttar Pradesh,19,Budaun
3177,Nandgaon,C.T.,7,Delhi *,7,West
3178,Nandivaram-Guduvancheri,C.T.,24,Gujarat,1,Kachchh
3179,Nandura,M,8,Rajasthan,14,Nagaur
3180,Nandurbar,N.P.,23,Madhya Pradesh,7,Guna
3181,Nandyal,M,22,Chhattisgarh,7,Bilaspur
3182,Nangal,M,10,Bihar,24,Munger
3183,Nangal Dewat,N.P.,5,Uttaranchal,4,Tehri Garhwal
3184,Nangal Thakran,C.T.,29,Karnataka,7,Koppal
3185,Nangavalli,C.T.,29,Karnataka,24,Dakshina Kannada
3186,Nangavaram,M.B.,9,Uttar Pradesh,9,Ghaziabad
3187,Nangloi Jat,C.T.,19,West Bengal,11,North Twentyfour Parganas
3188,Nanguneri,C.T.,27,Maharashtra,21,Thane
3189,Nanjangud,C.T.,19,West Bengal,9,Barddhaman 
3190,Nanjikottai,M.Cl.,27,Maharashtra,34,Kolhapur
3191,Nannilam,C.T.,20,Jharkhand,14,Ranchi
3192,Nanpara,N.A.,10,Bihar,11,Madhepura
3193,Naoriya Pakhanglakpa,N.P.,9,Uttar Pradesh,13,Hathras
3194,Naraingarh,M,19,West Bengal,7,Murshidabad 
3195,Naraini,M.Cl.,27,Maharashtra,5,Akola
3196,Naranammalpuram,M.Cl.,27,Maharashtra,24,Raigarh
3197,Naranapuram,C.T.,33,Tamil Nadu,12,Coimbatore
3198,Narasaraopet,M.Cl.,27,Maharashtra,29,Osmanabad
3199,Narasimhanaickenpalayam,M.Corp.,23,Madhya Pradesh,38,Katni
3200,Narasimharajapura,C.T.,20,Jharkhand,18,Purbi Singhbhum
3201,Narasingapuram,N.P.,9,Uttar Pradesh,49,Sultanpur
3202,Narath,T.P.,33,Tamil Nadu,15,Tiruchirappalli
3203,Narauli,M.B.,5,Uttaranchal,5,Dehradun
3204,Naraura,C.T.,6,Haryana,3,Yamunanagar
3205,Naravarikuppam,C.T.,7,Delhi *,3,North East
3206,Narayanavanam,T.P.,33,Tamil Nadu,20,Thiruvarur
3207,Narayangarh,T.P.,33,Tamil Nadu,10,Erode
3208,Narayanpet,T.P.,33,Tamil Nadu,28,Toothukudi
3209,Naregal,M,32,Kerala,8,Ernakulam
3210,Narendra Nagar,M.B.,9,Uttar Pradesh,2,Muzaffarnagar
3211,Nargund,M.Corp.,10,Bihar,14,Muzaffarpur
3212,Narkanda,C.T.,32,Kerala,2,Kannur
3213,Narkatiaganj,T.P.,33,Tamil Nadu,30,Kanniyakumari
3214,Narkhed,M.Corp.,29,Karnataka,26,Mysore
3215,Narnaul,C.T.,15,Mizoram,5,Serchhip
3216,Narnaund,C.T.,15,Mizoram,2,Kolasib
3217,Narsapur,M,19,West Bengal,10,Nadia 
3218,Narsimhapur,C.T.,19,West Bengal,14,Puruliya
3219,Narsingarh,C.T.,19,West Bengal,12,Hugli 
3220,Narsinghgarh,M,21,Orissa,28,Nabarangapur
3221,Narsingi,C.T.,19,West Bengal,9,Barddhaman 
3222,Narsipatnam,M.Cl.,3,Punjab,17,Patiala
3223,Narwana,N.A.,10,Bihar,34,Aurangabad
3224,Narwar,C.T.,27,Maharashtra,32,Ratnagiri
3225,Nashik,C.T.,19,West Bengal,4,Uttar Dinajpur
3226,Nasirabad,C.T.,32,Kerala,7,Thrissur
3227,Nasiyanur,N.P.,2,Himachal Pradesh,6,Hamirpur
3228,Naspur,M,8,Rajasthan,7,Bharatpur
3229,Nasra,M,24,Gujarat,16,Kheda
3230,Nasrullaganj,N.P.,9,Uttar Pradesh,35,Jalaun 
3231,Natham,T.P.,33,Tamil Nadu,11,The Nilgiris
3232,Nathampannai,C.T.,6,Haryana,16,Mahendragarh
3233,Nathdwara,T.P.,29,Karnataka,22,Mandya
3234,Natibpur,M.B.,18,Assam,10,Nagaon
3235,Natrampalli,M,33,Tamil Nadu,19,Nagapattinam
3236,Nattapettai,C.T.,27,Maharashtra,26,Ahmadnagar
3237,Nattarasankottai,M,8,Rajasthan,7,Bharatpur
3238,Naubaisa Gaon,C.T.,27,Maharashtra,26,Ahmadnagar
3239,Naudhia,C.T.,28,Andhra Pradesh,23,Chittoor
3240,Naugachhia,C.T.,28,Andhra Pradesh,7,Mahbubnagar
3241,Naugawan Sadat,M,8,Rajasthan,14,Nagaur
3242,Naupala,T.P.,33,Tamil Nadu,24,Madurai
3243,Nautanwa,M,23,Madhya Pradesh,21,Ujjain
3244,NavagamGhed,M,33,Tamil Nadu,30,Kanniyakumari
3245,Navalgund,M.B.,9,Uttar Pradesh,3,Bijnor
3246,Navalpattu,C.T.,5,Uttaranchal,12,Udham Singh Nagar
3247,Navelim,N.P.,23,Madhya Pradesh,13,Satna
3248,Navghar-Manikpur,T.P.,33,Tamil Nadu,5,Dharmapuri
3249,Navi Mumbai,C.T.,27,Maharashtra,24,Raigarh
3250,"Navi Mumbai (Panvel, Raigarh)",M.Corp.,27,Maharashtra,9,Nagpur
3251,Navsari,N.P.,9,Uttar Pradesh,27,Lucknow
3252,Nawa,N.P.,23,Madhya Pradesh,19,Mandsaur
3253,Nawabganj,C.T.,20,Jharkhand,12,Dhanbad
3254,Nawada,N.P.,2,Himachal Pradesh,2,Kangra
3255,Nawalgarh,M.Cl.,2,Himachal Pradesh,10,Sirmaur
3256,Nawanshahr,T.C.,18,Assam,15,Dibrugarh
3257,Nawapur,C.T.,12,Arunachal Pradesh,4,Papum Pare
3258,Naya Baradwar,N.P.,9,Uttar Pradesh,68,Sant Ravidas Nagar
3259,Nayabazar,N.P.,23,Madhya Pradesh,14,Rewa
3260,Nayagarh,M,19,West Bengal,11,North Twentyfour Parganas
3261,Nazerath,M,22,Chhattisgarh,6,Janjgir-Champa
3262,Nazira,M.Cl.,2,Himachal Pradesh,8,Bilaspur
